judet,tip,localitate,n_locuinte,n_pad,coverage_rate,predicted_coverage_rate,current_premium_eur,opportunity_eur,addressable_market_eur,tsi_actual,tsi_predicted,pred_lower,pred_upper,accumulation_index
Hunedoara,1. MUNICIPIU,LUPENI,11876,1825,0.1537,0.1866,36500.0000,7821.6122,237520.0000,36500000.0000,44321612.2109,0.1524,0.2019,3653657.8903
Suceava,2. ORAS,LITENI,3844,312,0.0812,0.1827,6240.0000,7808.8854,76880.0000,6240000.0000,14048885.4054,0.0866,0.1870,14048885.4054
Harghita,1. MUNICIPIU,GHEORGHENI,7842,1178,0.1502,0.1971,23560.0000,7350.3133,156840.0000,23560000.0000,30910313.3156,0.1527,0.2077,470915.5467
Dolj,2. ORAS,FILIASI,7029,1019,0.1450,0.1963,20380.0000,7213.4232,140580.0000,20380000.0000,27593423.1741,0.1475,0.2611,7608040.3632
Buzau,1. MUNICIPIU,RAMNICU SARAT,15531,3199,0.2060,0.2288,63980.0000,7095.8464,310620.0000,63980000.0000,71075846.3936,0.2061,0.2658,0.0000
Cluj,3. COMUNA,APAHIDA,9067,3443,0.3797,0.4186,68860.0000,7057.4741,181340.0000,68860000.0000,75917474.0954,0.3761,0.4800,14756182.4432
Dambovita,1. MUNICIPIU,MORENI,8149,1675,0.2055,0.2479,33500.0000,6902.7543,162980.0000,33500000.0000,40402754.2814,0.2091,0.2744,38899772.7792
Bihor,3. COMUNA,SANMARTIN,6154,1702,0.2766,0.3314,34040.0000,6753.2968,123080.0000,34040000.0000,40793296.8034,0.2788,0.4012,19210802.7700
Constanta,1. MUNICIPIU,CONSTANTA,138943,52355,0.3768,0.3792,1047100.0000,6695.7763,2778860.0000,1047100000.0000,1053795776.2729,0.3134,0.4068,42646994.4399
Teleorman,1. MUNICIPIU,ROSIORI DE VEDE,12523,2100,0.1677,0.1942,42000.0000,6641.5211,250460.0000,42000000.0000,48641521.0537,0.1603,0.2015,19901422.8455
Alba,2. ORAS,OCNA MURES,5947,831,0.1397,0.1954,16620.0000,6623.2964,118940.0000,16620000.0000,23243296.3759,0.1463,0.2091,0.0000
Suceava,2. ORAS,VICOVU DE SUS,4714,753,0.1597,0.2291,15060.0000,6538.6209,94280.0000,15060000.0000,21598620.8771,0.1587,0.2205,21598620.8771
Caras-Severin,2. ORAS,BOCSA,6738,1220,0.1811,0.2288,24400.0000,6437.7213,134760.0000,24400000.0000,30837721.2612,0.1785,0.2385,6004862.1560
Hunedoara,2. ORAS,CALAN,5547,783,0.1412,0.1988,15660.0000,6393.6131,110940.0000,15660000.0000,22053613.0554,0.1443,0.2162,1817992.4721
Bihor,3. COMUNA,TINCA,3064,314,0.1025,0.2021,6280.0000,6102.0848,61280.0000,6280000.0000,12382084.7673,0.1007,0.1763,5831099.8862
Sibiu,2. ORAS,AVRIG,6034,1265,0.2096,0.2596,25300.0000,6030.0437,120680.0000,25300000.0000,31330043.7038,0.2109,0.2666,0.0000
Cluj,3. COMUNA,BACIU,7949,2971,0.3738,0.4115,59420.0000,5997.8953,158980.0000,59420000.0000,65417895.3396,0.3758,0.4657,12715365.0748
Ilfov,2. ORAS,MAGURELE,8079,3158,0.3909,0.4277,63160.0000,5946.5012,161580.0000,63160000.0000,69106501.2079,0.3851,0.4978,1198996.2466
Botosani,2. ORAS,FLAMANZI,4448,401,0.0902,0.1570,8020.0000,5946.2038,88960.0000,8020000.0000,13966203.8031,0.0907,0.1584,3107624.7948
Brasov,3. COMUNA,PREJMER,3384,753,0.2225,0.3081,15060.0000,5790.6500,67680.0000,15060000.0000,20850649.9769,0.2301,0.3267,1639841.6415
Teleorman,3. COMUNA,BOTOROAGA,3589,233,0.0649,0.1448,4660.0000,5735.9615,71780.0000,4660000.0000,10395961.4660,0.0675,0.1546,4253453.0282
Cluj,1. MUNICIPIU,TURDA,21956,5219,0.2377,0.2507,104380.0000,5714.6193,439120.0000,104380000.0000,110094619.2510,0.2319,0.2713,21399240.5180
Harghita,3. COMUNA,REMETEA,2785,195,0.0700,0.1688,3900.0000,5501.2285,55700.0000,3900000.0000,9401228.5394,0.0741,0.1647,143226.7810
Ilfov,3. COMUNA,JILAVA,3679,803,0.2183,0.2930,16060.0000,5498.5449,73580.0000,16060000.0000,21558544.9375,0.2201,0.3303,374040.2713
Suceava,3. COMUNA,MARGINEA,4107,659,0.1605,0.2268,13180.0000,5451.1743,82140.0000,13180000.0000,18631174.3297,0.1651,0.2622,18631174.3297
Arges,1. MUNICIPIU,CAMPULUNG,15746,4018,0.2552,0.2724,80360.0000,5430.0871,314920.0000,80360000.0000,85790087.0540,0.2459,0.2877,0.0000
Suceava,1. MUNICIPIU,VATRA DORNEI,6739,1665,0.2471,0.2872,33300.0000,5404.5083,134780.0000,33300000.0000,38704508.3406,0.2379,0.2951,38704508.3406
Olt,2. ORAS,DRAGANESTI-OLT,5097,441,0.0865,0.1393,8820.0000,5377.1294,101940.0000,8820000.0000,14197129.4344,0.0872,0.1726,1291174.9857
Bacau,2. ORAS,BUHUSI,7272,1323,0.1819,0.2182,26460.0000,5270.5946,145440.0000,26460000.0000,31730594.5561,0.1804,0.2195,13352532.3841
Dambovita,1. MUNICIPIU,TARGOVISTE,37753,11150,0.2953,0.3021,223000.0000,5123.8126,755060.0000,223000000.0000,228123812.6478,0.2722,0.3476,219637612.2213
Neamt,1. MUNICIPIU,PIATRA-NEAMT,47126,12455,0.2643,0.2697,249100.0000,5094.1154,942520.0000,249100000.0000,254194115.4467,0.2484,0.2971,84656819.0472
Galati,3. COMUNA,MATCA,3614,250,0.0692,0.1391,5000.0000,5055.4389,72280.0000,5000000.0000,10055438.9054,0.0674,0.1460,1722.7103
Prahova,3. COMUNA,CIORANI,2658,217,0.0816,0.1758,4340.0000,5003.6285,53160.0000,4340000.0000,9343628.4883,0.0891,0.1992,6970034.2886
Suceava,2. ORAS,CAJVANA,2756,243,0.0882,0.1777,4860.0000,4935.6400,55120.0000,4860000.0000,9795640.0273,0.0927,0.1809,9795640.0273
Harghita,2. ORAS,BALAN,3437,281,0.0818,0.1512,5620.0000,4774.0276,68740.0000,5620000.0000,10394027.5527,0.0851,0.1646,158351.9752
Teleorman,2. ORAS,ZIMNICEA,5799,819,0.1412,0.1821,16380.0000,4745.6423,115980.0000,16380000.0000,21125642.3023,0.1389,0.1867,8643445.5838
Constanta,2. ORAS,HARSOVA,3675,419,0.1140,0.1784,8380.0000,4731.6666,73500.0000,8380000.0000,13111666.6273,0.1175,0.1943,530627.6475
Gorj,3. COMUNA,MATASARI,3155,124,0.0393,0.1139,2480.0000,4708.9007,63100.0000,2480000.0000,7188900.6814,0.0417,0.1356,1981282.6555
Arges,2. ORAS,COSTESTI,4628,618,0.1335,0.1843,12360.0000,4696.2473,92560.0000,12360000.0000,17056247.3358,0.1321,0.1796,0.0000
Satu Mare,3. COMUNA,BIXAD,2733,231,0.0845,0.1702,4620.0000,4684.9154,54660.0000,4620000.0000,9304915.4234,0.0853,0.1675,0.0000
Brasov,2. ORAS,VICTORIA,3564,688,0.1930,0.2575,13760.0000,4597.4258,71280.0000,13760000.0000,18357425.8210,0.1945,0.2949,1443756.9728
Caras-Severin,2. ORAS,ANINA,4276,487,0.1139,0.1676,9740.0000,4590.7280,85520.0000,9740000.0000,14330728.0498,0.1144,0.1798,2790544.9240
Giurgiu,3. COMUNA,FLORESTI-STOENESTI,3277,384,0.1172,0.1868,7680.0000,4559.6910,65540.0000,7680000.0000,12239691.0199,0.1259,0.2092,51.7758
Ilfov,3. COMUNA,BRANESTI,4721,1480,0.3135,0.3602,29600.0000,4413.6421,94420.0000,29600000.0000,34013642.1382,0.3171,0.4861,590135.9285
Alba,2. ORAS,ZLATNA,3526,413,0.1171,0.1795,8260.0000,4396.2223,70520.0000,8260000.0000,12656222.2858,0.1233,0.1842,0.0000
Valcea,2. ORAS,BERBESTI,2620,159,0.0607,0.1407,3180.0000,4190.7008,52400.0000,3180000.0000,7370700.7766,0.0680,0.1338,0.0000
Brasov,3. COMUNA,BRAN,3004,821,0.2733,0.3430,16420.0000,4190.3015,60080.0000,16420000.0000,20610301.4666,0.2787,0.4283,1620938.9456
Timis,2. ORAS,SANNICOLAU MARE,5159,1632,0.3163,0.3567,32640.0000,4165.6835,103180.0000,32640000.0000,36805683.5416,0.3004,0.4258,10686349.7206
Buzau,3. COMUNA,MEREI,4283,770,0.1798,0.2284,15400.0000,4164.5300,85660.0000,15400000.0000,19564529.9953,0.1803,0.2587,0.0000
Galati,3. COMUNA,LIESTI,3740,322,0.0861,0.1390,6440.0000,3955.8050,74800.0000,6440000.0000,10395805.0384,0.0851,0.1530,1781.0223
Gorj,2. ORAS,BUMBESTI-JIU,4558,736,0.1615,0.2042,14720.0000,3891.5874,91160.0000,14720000.0000,18611587.3686,0.1583,0.2020,5129409.4715
Bacau,3. COMUNA,BALCANI,2896,187,0.0646,0.1311,3740.0000,3855.3298,57920.0000,3740000.0000,7595329.8066,0.0674,0.1396,3196186.1613
Brasov,2. ORAS,PREDEAL,3923,1419,0.3617,0.4106,28380.0000,3838.2132,78460.0000,28380000.0000,32218213.1917,0.3664,0.4669,2533866.6979
Giurgiu,3. COMUNA,ROATA DE JOS,2864,155,0.0541,0.1210,3100.0000,3829.7647,57280.0000,3100000.0000,6929764.7124,0.0614,0.1284,29.3140
Maramures,2. ORAS,VISEU DE SUS,7101,1088,0.1532,0.1799,21760.0000,3796.1459,142020.0000,21760000.0000,25556145.9415,0.1503,0.1981,0.0000
Dambovita,3. COMUNA,CORBII MARI,3440,284,0.0826,0.1375,5680.0000,3782.4644,68800.0000,5680000.0000,9462464.4372,0.0849,0.1337,9110460.9843
Maramures,3. COMUNA,MOISEI,3819,527,0.1380,0.1874,10540.0000,3770.6666,76380.0000,10540000.0000,14310666.6256,0.1395,0.1992,0.0000
Arad,3. COMUNA,SIRIA,3182,500,0.1571,0.2144,10000.0000,3646.7988,63640.0000,10000000.0000,13646798.8017,0.1586,0.2464,347580.6715
Ilfov,3. COMUNA,GRUIU,3765,744,0.1976,0.2455,14880.0000,3602.6818,75300.0000,14880000.0000,18482681.8222,0.1903,0.3003,320674.1152
Prahova,3. COMUNA,TELEGA,2847,572,0.2009,0.2617,11440.0000,3459.4565,56940.0000,11440000.0000,14899456.5390,0.2039,0.3096,11114496.1606
Prahova,2. ORAS,URLATI,4070,763,0.1875,0.2288,15260.0000,3362.7424,81400.0000,15260000.0000,18622742.4022,0.1860,0.2474,13891942.8630
Cluj,1. MUNICIPIU,CAMPIA TURZII,10450,2428,0.2323,0.2483,48560.0000,3343.8898,209000.0000,48560000.0000,51903889.8126,0.2239,0.2632,10088629.4850
Tulcea,3. COMUNA,SARICHIOI,2902,259,0.0892,0.1460,5180.0000,3291.7220,58040.0000,5180000.0000,8471722.0125,0.0962,0.1697,1697852.8145
Dolj,3. COMUNA,POIANA MARE,3856,157,0.0407,0.0834,3140.0000,3290.6549,77120.0000,3140000.0000,6430654.8991,0.0424,0.0852,1773055.9099
Calarasi,3. COMUNA,DRAGALINA,3105,155,0.0499,0.1025,3100.0000,3267.0808,62100.0000,3100000.0000,6367080.8379,0.0523,0.1148,2537817.6144
Alba,1. MUNICIPIU,AIUD,10225,2067,0.2022,0.2181,41340.0000,3264.8765,204500.0000,41340000.0000,44604876.5300,0.1902,0.2373,0.0000
Maramures,3. COMUNA,POIENILE DE SUB MUNTE,3269,339,0.1037,0.1522,6780.0000,3169.9762,65380.0000,6780000.0000,9949976.1824,0.1053,0.1618,0.0000
Bacau,2. ORAS,TARGU OCNA,5443,1136,0.2087,0.2373,22720.0000,3114.8502,108860.0000,22720000.0000,25834850.2000,0.2012,0.2372,10871547.7526
Mures,2. ORAS,SARMASU,3047,280,0.0919,0.1418,5600.0000,3042.3620,60940.0000,5600000.0000,8642361.9884,0.0930,0.1522,2332269.3264
Caras-Severin,2. ORAS,MOLDOVA NOUA,5821,932,0.1601,0.1860,18640.0000,3014.4916,116420.0000,18640000.0000,21654491.5533,0.1587,0.2164,4216661.6572
Buzau,3. COMUNA,VERNESTI,4325,843,0.1949,0.2295,16860.0000,2994.9580,86500.0000,16860000.0000,19854957.9663,0.1898,0.2598,0.0000
Bihor,3. COMUNA,BRATCA,3130,300,0.0958,0.1435,6000.0000,2981.6563,62600.0000,6000000.0000,8981656.2556,0.0978,0.1442,4229734.7946
Valcea,2. ORAS,BABENI,3435,420,0.1223,0.1656,8400.0000,2975.5743,68700.0000,8400000.0000,11375574.2537,0.1259,0.1938,0.0000
Bihor,1. MUNICIPIU,MARGHITA,6920,1167,0.1686,0.1900,23340.0000,2957.9833,138400.0000,23340000.0000,26297983.3217,0.1600,0.2037,12384519.2821
Bistrita-Nasaud,2. ORAS,SANGEORZ-BAI,3484,398,0.1142,0.1563,7960.0000,2931.9496,69680.0000,7960000.0000,10891949.5971,0.1161,0.1766,1390831.7182
Vrancea,3. COMUNA,PAUNESTI,2649,234,0.0883,0.1429,4680.0000,2890.9553,52980.0000,4680000.0000,7570955.3041,0.0908,0.1684,272.2236
Bacau,3. COMUNA,HELEGIU,3050,214,0.0702,0.1175,4280.0000,2884.9378,61000.0000,4280000.0000,7164937.8380,0.0741,0.1341,3015073.1762
Brasov,3. COMUNA,BOD,2568,809,0.3150,0.3704,16180.0000,2841.4368,51360.0000,16180000.0000,19021436.7559,0.3139,0.4221,1495979.4591
Arges,3. COMUNA,CALINESTI,4317,588,0.1362,0.1691,11760.0000,2836.0967,86340.0000,11760000.0000,14596096.7397,0.1371,0.1984,0.0000
Bacau,3. COMUNA,OITUZ,3608,537,0.1488,0.1876,10740.0000,2797.6365,72160.0000,10740000.0000,13537636.5207,0.1491,0.2396,5696764.6707
Suceava,3. COMUNA,UDESTI,3422,370,0.1081,0.1489,7400.0000,2791.0911,68440.0000,7400000.0000,10191091.1126,0.1068,0.1635,10191091.1126
Buzau,3. COMUNA,C.A. ROSETTI,1915,94,0.0491,0.1217,1880.0000,2782.4911,38300.0000,1880000.0000,4662491.1012,0.0599,0.1198,0.0000
Mures,1. MUNICIPIU,TARNAVENI,9820,2043,0.2080,0.2219,40860.0000,2714.8619,196400.0000,40860000.0000,43574861.8673,0.2086,0.2376,11759321.5689
Arad,2. ORAS,PECICA,5411,1003,0.1854,0.2103,20060.0000,2693.8734,108220.0000,20060000.0000,22753873.4301,0.1826,0.2282,579535.6641
Hunedoara,2. ORAS,URICANI,4253,733,0.1723,0.2039,14660.0000,2683.5261,85060.0000,14660000.0000,17343526.1409,0.1672,0.2068,1429715.8422
Ilfov,3. COMUNA,PERIS,3358,787,0.2344,0.2740,15740.0000,2660.0938,67160.0000,15740000.0000,18400093.7518,0.2291,0.3151,319241.2141
Brasov,3. COMUNA,POIANA MARULUI,1461,190,0.1300,0.2204,3800.0000,2639.1409,29220.0000,3800000.0000,6439140.9147,0.1336,0.2246,506419.2924
Ilfov,3. COMUNA,SNAGOV,5281,1829,0.3463,0.3712,36580.0000,2621.9772,105620.0000,36580000.0000,39201977.1796,0.3423,0.4815,680153.4252
Buzau,3. COMUNA,SMEENI,2533,191,0.0754,0.1269,3820.0000,2608.4218,50660.0000,3820000.0000,6428421.8371,0.0813,0.1361,0.0000
Vrancea,3. COMUNA,SIHLEA,2310,142,0.0615,0.1172,2840.0000,2575.7118,46200.0000,2840000.0000,5415711.7996,0.0731,0.1366,194.7290
Vrancea,2. ORAS,MARASESTI,4541,662,0.1458,0.1735,13240.0000,2514.9831,90820.0000,13240000.0000,15754983.0918,0.1435,0.1937,566.4911
Iasi,3. COMUNA,LETCANI,3206,295,0.0920,0.1309,5900.0000,2495.7600,64120.0000,5900000.0000,8395759.9797,0.0908,0.1699,1246837.7296
Bacau,3. COMUNA,GHIMES-FAGET,2062,155,0.0752,0.1356,3100.0000,2493.7091,41240.0000,3100000.0000,5593709.0931,0.0884,0.1396,2353885.3544
Vrancea,3. COMUNA,VIDRA,3354,359,0.1070,0.1441,7180.0000,2484.2328,67080.0000,7180000.0000,9664232.8452,0.1055,0.1599,347.4902
Neamt,3. COMUNA,DAMUC,1462,37,0.0253,0.1099,740.0000,2473.0996,29240.0000,740000.0000,3213099.5639,0.0363,0.1128,1070090.8158
Prahova,3. COMUNA,FILIPESTII DE PADURE,3833,685,0.1787,0.2108,13700.0000,2462.8773,76660.0000,13700000.0000,16162877.3201,0.1797,0.2492,12056965.7993
Cluj,3. COMUNA,AGHIRESU,2848,370,0.1299,0.1725,7400.0000,2427.2581,56960.0000,7400000.0000,9827258.0609,0.1316,0.2013,1910137.4827
Neamt,3. COMUNA,SABAOANI,3985,338,0.0848,0.1150,6760.0000,2404.4288,79700.0000,6760000.0000,9164428.7893,0.0795,0.1168,3052121.7548
Galati,2. ORAS,TARGU BUJOR,2644,285,0.1078,0.1529,5700.0000,2387.9078,52880.0000,5700000.0000,8087907.7824,0.1054,0.1513,1385.6304
Botosani,3. COMUNA,CORNI,2571,215,0.0836,0.1300,4300.0000,2385.3889,51420.0000,4300000.0000,6685388.9248,0.0872,0.1525,1487568.1809
Sibiu,3. COMUNA,RASINARI,2465,313,0.1270,0.1751,6260.0000,2373.7227,49300.0000,6260000.0000,8633722.7475,0.1283,0.1701,0.0000
Mures,2. ORAS,SOVATA,4882,1085,0.2222,0.2464,21700.0000,2360.5100,97640.0000,21700000.0000,24060509.9736,0.2210,0.2584,6493084.8147
Satu Mare,3. COMUNA,MEDIESU AURIT,2927,409,0.1397,0.1800,8180.0000,2359.7864,58540.0000,8180000.0000,10539786.4302,0.1426,0.1934,0.0000
Giurgiu,3. COMUNA,BANEASA,2651,168,0.0634,0.1069,3360.0000,2307.1153,53020.0000,3360000.0000,5667115.2503,0.0700,0.1359,23.9728
Hunedoara,2. ORAS,ANINOASA,2051,208,0.1014,0.1576,4160.0000,2305.0791,41020.0000,4160000.0000,6465079.0753,0.1095,0.1591,532949.6378
Satu Mare,3. COMUNA,CERTEZE,2335,136,0.0582,0.1069,2720.0000,2274.0312,46700.0000,2720000.0000,4994031.2221,0.0642,0.1251,0.0000
Braila,2. ORAS,IANCA,4276,447,0.1045,0.1305,8940.0000,2218.0417,85520.0000,8940000.0000,11158041.6948,0.1023,0.1519,31576.9587
Covasna,3. COMUNA,TURIA,2139,166,0.0776,0.1280,3320.0000,2157.0050,42780.0000,3320000.0000,5477004.9510,0.0901,0.1482,92940.7413
Prahova,3. COMUNA,VALEA CALUGAREASCA,3924,952,0.2426,0.2698,19040.0000,2134.6961,78480.0000,19040000.0000,21174696.1392,0.2417,0.3182,15795614.9827
Arges,3. COMUNA,BARLA,2646,104,0.0393,0.0795,2080.0000,2126.0311,52920.0000,2080000.0000,4206031.0905,0.0426,0.0841,0.0000
Covasna,3. COMUNA,CERNAT,2172,173,0.0797,0.1275,3460.0000,2079.9494,43440.0000,3460000.0000,5539949.3530,0.0863,0.1585,94008.8615
Suceava,2. ORAS,SALCEA,3560,510,0.1433,0.1723,10200.0000,2069.0630,71200.0000,10200000.0000,12269062.9717,0.1387,0.1805,12269062.9717
Dambovita,3. COMUNA,DRAGOMIRESTI,3260,369,0.1132,0.1446,7380.0000,2050.9439,65200.0000,7380000.0000,9430943.8908,0.1164,0.1643,9080113.0015
Ilfov,3. COMUNA,STEFANESTII DE JOS,7243,3172,0.4379,0.4521,63440.0000,2049.5727,144860.0000,63440000.0000,65489572.7123,0.4069,0.5161,1136242.6183
Brasov,3. COMUNA,BUDILA,1467,99,0.0675,0.1369,1980.0000,2036.6621,29340.0000,1980000.0000,4016662.0982,0.0732,0.1934,315898.5344
Prahova,3. COMUNA,BRAZI,3154,545,0.1728,0.2047,10900.0000,2009.8077,63080.0000,10900000.0000,12909807.7216,0.1745,0.2314,9630284.7007
Iasi,3. COMUNA,COSTULENI,2509,127,0.0506,0.0906,2540.0000,2008.4094,50180.0000,2540000.0000,4548409.3569,0.0534,0.1167,675475.2887
Gorj,2. ORAS,TISMANA,3549,388,0.1093,0.1375,7760.0000,2002.8508,70980.0000,7760000.0000,9762850.8459,0.1087,0.1401,2690671.0645
Covasna,3. COMUNA,ZAGON,2429,270,0.1112,0.1519,5400.0000,1981.6709,48580.0000,5400000.0000,7381670.9106,0.1122,0.1617,125261.5202
Suceava,3. COMUNA,BOSANCI,2702,369,0.1366,0.1732,7380.0000,1981.4900,54040.0000,7380000.0000,9361490.0278,0.1357,0.1838,9361490.0278
Sibiu,3. COMUNA,JINA,1397,77,0.0551,0.1254,1540.0000,1964.6167,27940.0000,1540000.0000,3504616.7359,0.0682,0.1585,0.0000
Vrancea,3. COMUNA,GUGESTI,2525,262,0.1038,0.1425,5240.0000,1958.4037,50500.0000,5240000.0000,7198403.7226,0.0963,0.1299,258.8280
Bihor,3. COMUNA,BATAR,2096,136,0.0649,0.1116,2720.0000,1956.7106,41920.0000,2720000.0000,4676710.6398,0.0731,0.1261,2202405.1193
Brasov,3. COMUNA,PARAU,1310,148,0.1130,0.1869,2960.0000,1936.7837,26200.0000,2960000.0000,4896783.6642,0.1173,0.2020,385117.4794
Arad,3. COMUNA,TARNOVA,2981,314,0.1053,0.1378,6280.0000,1935.3206,59620.0000,6280000.0000,8215320.6388,0.0990,0.1337,209242.2337
Arad,3. COMUNA,MACEA,2494,285,0.1143,0.1526,5700.0000,1913.6729,49880.0000,5700000.0000,7613672.9487,0.1172,0.1676,193918.4123
Ilfov,3. COMUNA,MOARA VLASIEI,2897,615,0.2123,0.2453,12300.0000,1913.3426,57940.0000,12300000.0000,14213342.5663,0.1865,0.2834,246601.1749
Bihor,3. COMUNA,COCIUBA MARE,1498,86,0.0574,0.1211,1720.0000,1907.5232,29960.0000,1720000.0000,3627523.2043,0.0676,0.1460,1708310.8815
Prahova,3. COMUNA,BUCOV,4168,926,0.2222,0.2449,18520.0000,1892.1205,83360.0000,18520000.0000,20412120.5051,0.2218,0.2843,15226759.0693
Botosani,3. COMUNA,HAVARNA,2737,71,0.0259,0.0603,1420.0000,1880.5823,54740.0000,1420000.0000,3300582.3183,0.0310,0.0737,734413.7029
Vrancea,3. COMUNA,TATARANU,2282,193,0.0846,0.1257,3860.0000,1875.7609,45640.0000,3860000.0000,5735760.8577,0.0834,0.1273,206.2368
Suceava,1. MUNICIPIU,RADAUTI,14302,3692,0.2581,0.2647,73840.0000,1875.5301,286040.0000,73840000.0000,75715530.0964,0.2362,0.2941,75715530.0964
Tulcea,3. COMUNA,JIJILA,2108,138,0.0655,0.1093,2760.0000,1847.3874,42160.0000,2760000.0000,4607387.3640,0.0725,0.1146,923385.5398
Valcea,2. ORAS,BALCESTI,2862,242,0.0846,0.1167,4840.0000,1840.6743,57240.0000,4840000.0000,6680674.3322,0.0777,0.1109,0.0000
Neamt,3. COMUNA,BORLESTI,3371,333,0.0988,0.1260,6660.0000,1837.1123,67420.0000,6660000.0000,8497112.2932,0.0991,0.1375,2829878.6405
Bihor,1. MUNICIPIU,SALONTA,6831,1278,0.1871,0.2005,25560.0000,1830.8144,136620.0000,25560000.0000,27390814.3716,0.1758,0.2203,12899166.6239
Dambovita,3. COMUNA,COJASCA,2143,119,0.0555,0.0981,2380.0000,1825.3526,42860.0000,2380000.0000,4205352.6183,0.0616,0.1024,4048913.6005
Dambovita,3. COMUNA,OCNITA,1828,143,0.0782,0.1278,2860.0000,1813.6266,36560.0000,2860000.0000,4673626.6389,0.0884,0.1383,4499767.8387
Tulcea,3. COMUNA,VALEA NUCARILOR,1742,169,0.0970,0.1485,3380.0000,1795.0459,34840.0000,3380000.0000,5175045.9440,0.1052,0.1731,1037152.3414
Dambovita,3. COMUNA,BEZDEAD,2590,332,0.1282,0.1627,6640.0000,1786.1639,51800.0000,6640000.0000,8426163.9004,0.1358,0.1880,8112710.8029
Mures,3. COMUNA,BAND,2288,151,0.0660,0.1049,3020.0000,1779.7374,45760.0000,3020000.0000,4799737.3834,0.0715,0.1093,1295280.1895
Timis,3. COMUNA,COMLOSU MARE,2024,128,0.0632,0.1072,2560.0000,1779.4010,40480.0000,2560000.0000,4339400.9696,0.0688,0.1347,1259923.7910
